a                             a
extraordinaires               extraordinair
extravagant                   extravag
extravagante                  extravag
extravagantes                 extravag
extre^me                      extre^m
extre^mement                  extre^m
extre^mes                     extre^m
extre'mite'                   extrem
extre'mite's                  extrem
f                             f
fa                            fa
fabio                         fabio
fable                         fabl
fables                        fabl
fabricant                     fabric
fabricants                    fabric
fabrice                       fabric
fabriquaient                  fabriqu
fabrique                      fabriqu
fabrique'e                    fabriqu
fabrique'es                   fabriqu
fabriquer                     fabriqu
fabriques                     fabriqu
fabuleux                      fabul
fabuliste                     fabul
fac,ade                       fac,ad
fac,ades                      fac,ad
face                          fac
fa^cha                        fa^ch
fa^chait                      fa^ch
fa^cha^t                      fa^ch
fa^che                        fa^ch
fa^che'                       fa^ch
fa^che'e                      fa^ch
fa^chent                      fa^chent
fa^cher                       fa^ch
fa^che`rent                   fa^ch
fa^che's                      fa^ch
fa^cheuse                     fa^cheux
fa^cheuses                    fa^cheux
fa^cheux                      fa^cheux
fa^chez                       fa^ch
facile                        facil
facilement                    facil
facilitait                    facilit
facilite'                     facil
facilitent                    facilitent
faciliter                     facilit
facio                         facio
fac,on                        fac,on
faconde                       facond
fac,ons                       fac,on
facteur                       facteur
faction                       faction
factotum                      factotum
faculte'                      facult
faculte's                     facult
fade                          fad
fagots                        fagot
fahrenheit                    fahrenheit
faible                        faibl
faibles                       faibl
faiblesse                     faibless
faiblesses                    faibless
faiblir                       faibl
faiblirent                    faibl
faict                         faict
failli                        faill
faillir                       faill
faillirent                    faill
faillit                       faill
faim                          faim
faine'ant                     faine'
faire                         fair
fais                          fais
faisable                      faisabl
faisaient                     fais
faisais                       fais
faisait                       fais
faisant                       fais
faisceaux                     faisceau
faisiez                       fais
faisons                       faison
fait                          fait
faite                         fait
fai^te                        fai^t
faites                        fait
faits                         fait
fakirs                        fakir
falcoz                        falcoz
faliero                       faliero
fallait                       fall
fallentin                     fallentin
falloir                       falloir
fallu                         fallu
fallut                        fallut
fameuse                       fameux
fameusement                   fameux
fameux                        fameux
familiarise'                  familiaris
familiarite'                  familiar
familier                      famili
familie`rement                familier
famille                       famill
familles                      famill
fanal                         fanal
fanatique                     fanat
fanatiques                    fanat
fanatisme                     fanat
fanfarons                     fanfaron
fange                         fang
fangeuses                     fangeux
fangeux                       fangeux
fantaisie                     fantais
fantaisies                    fantais
fantaisistes                  fantais
fantasque                     fantasqu
fantastique                   fantast
fantastiques                  fantast
fanto^me                      fanto^m
faquins                       faquin
far                           far
faraud                        faraud
farceur                       farceur
farceurs                      farceur
farci                         farc
fardeau                       fardeau
fare                          far
farine                        farin
farmer                        farm
farne`se                      farnes
farouche                      farouch
farouches                     farouch
farthing                      farthing
fascinant                     fascin
fascination                   fascin
fascine'                      fascin
fasciner                      fascin
fasse                         fass
fassent                       fassent
fassiez                       fass
faste                         fast
fastenet                      fastenet
fat                           fat
fata                          fat
fatal                         fatal
fatale                        fatal
fatales                       fatal
fatalite'                     fatal
fatigant                      fatig
fatigante                     fatig
fatigua                       fatigu
fatiguaient                   fatigu
fatigue                       fatigu
fatigue'                      fatigu
fatigue'e                     fatigu
fatigue'es                    fatigu
fatiguer                      fatigu
fatiguerai                    fatigu
fatigues                      fatigu
fatuite'                      fatuit
faublas                       faubl
faubourg                      faubourg
faudra                        faudr
faudrait                      faudr
faufilant                     faufil
fausse                        fauss
fausses                       fauss
faussete'                     fausset
faussete's                    fausset
fausta                        faust
faut                          faut
faute                         faut
fautes                        faut
fauteuil                      fauteuil
fauteuils                     fauteuil
fauve                         fauv
fauves                        fauv
faux                          faux
faveur                        faveur
faveurs                       faveur
favorable                     favor
favorablement                 favor
favorables                    favor
favori                        favor
favoris                       favor
favorisa                      favoris
favorisait                    favoris
favoriser                     favoris
favorite                      favorit
fay                           fay
fayette                       fayet
fe'                           fe'
fe'brile                      fe'bril
fe'brilement                  fe'bril
feci                          fec
fe'cond                       fe'cond
fe'conde                      fe'cond
feignait                      feign
feignant                      feign
feignent                      feignent
feignit                       feign
feindre                       feindr
feins                         fein
feint                         feint
feinte                        feint
felice                        felic
fe'licita                     fe'licit
fe'licitait                   fe'licit
fe'licite                     fe'licit
fe'licite'                    fe'liqu
fe'licite's                   fe'liqu
felino                        felino
fe'lix                        fe'lix
fellah                        fellah
fellahs                       fellah
fe'minin                      fe'minin
fe'minine                     fe'minin
femme                         femm
femmelette                    femmelet
femmes                        femm
fendaient                     fend
fendait                       fend
fendues                       fendu
fe'nelon                      fe'nelon
fenestrelles                  fenestrel
fene^tre                      fene^tr
fene^tres                     fene^tr
fente                         fent
fe'odal                       fe'odal
fer                           fer
fera                          fer
ferai                         fer
feraient                      fer
ferais                        fer
ferait                        fer
feras                         fer
feretrius                     feretrius
ferez                         fer
feriez                        fer
feringhea                     feringh
ferions                       ferion
ferma                         ferm
fermage                       fermag
fermaient                     ferm
fermait                       ferm
fermant                       ferm
ferma^t                       ferm
ferme                         ferm
ferme'                        ferm
ferme'e                       ferm
ferme'es                      ferm
fermement                     ferm
fermentation                  ferment
fermer                        ferm
fermerait                     ferm
ferme`rent                    ferm
fermerons                     ferm
fermes                        ferm
ferme's                       ferm
fermete'                      fermet
fermeture                     fermetur
fermier                       fermi
fermiers                      fermi
fe'roce                       fe'roc
fe'roces                      fe'roc
fe'rocite'                    fe'roc
ferons                        feron
feront                        feront
ferrante                      ferr
ferrare                       ferrar
ferre'e                       ferr
ferrures                      ferrur
ferry                         ferry
fers                          fer
fertile                       fertil
fertiles                      fertil
fervaques                     fervaqu
fervent                       fervent
fervente                      fervent
fervents                      fervent
ferveur                       ferveur
fe^te                         fe^t
fe^te'                        fe^t
fe^tes                        fe^t
feu                           feu
feuillage                     feuillag
feuille                       feuill
feuilles                      feuill
feuilleta                     feuillet
feuilletait                   feuillet
feuilletant                   feuillet
feuillets                     feuillet
feutre                        feutr
feux                          feux
few                           few
fi                            fi
fiacre                        fiacr
ficele'                       ficel
ficelles                      ficel
fiche'e                       fich
fiches                        fich
fide`le                       fidel
fide`lement                   fidel
fide`les                      fidel
fide'lite'                    fidel
fie                           fi
fier                          fi
fierai                        fi
fie`re                        fier
fie`rement                    fier
fie`res                       fier
fiers                         fier
fierte'                       fiert
fie`vre                       fievr
fie'vreux                     fie'vreux
figaro                        figaro
figura                        figur
figuraient                    figur
figurais                      figur
figurait                      figur
figura^t                      figur
figure                        figur
figure'                       figur
figurer                       figur
figurerai                     figur
figureriez                    figur
figures                       figur
figure's                      figur
figurez                       figur
fil                           fil
fila                          fil
filait                        fil
filant                        fil
filasse                       fil
file                          fil
file'                         fil
filent                        filent
filer                         fil
filerai                       fil
files                         fil
filet                         filet
filez                         fil
fili                          fil
filiale                       filial
filigrane                     filigran
filins                        filin
fille                         fill
filles                        fill
filons                        filon
fils                          fil
filtrait                      filtr
fin                           fin
finance                       financ
finances                      financ
financier                     financi
financie`rement               financier
finds                         find
fine                          fin
fines                         fin
finesse                       finess
finesses                      finess
fini                          fin
finie                         fin
finies                        fin
finir                         fin
finira                        fin
finiraient                    fin
finirait                      fin
finirent                      fin
finis                         fin
finissait                     fin
finissant                     fin
finisse                       fin
finissent                     fin
finissons                     fin
finit                         fin
fins                          fin
fiole                         fiol
fir                           fir
fire                          fir
firent                        firent
fis                           fis
fiscal                        fiscal
fisse                         fiss
fit                           fit
fi^t                          fi^t
fitz                          fitz
fix                           fix
fixa                          fix
fixaient                      fix
fixait                        fix
fixant                        fix
fixe                          fix
fixe'                         fix
fixe'e                        fix
fixement                      fix
fixer                         fix
fixe`rent                     fix
fixe's                        fix
fixite'                       fixit
flacon                        flacon
flagrant                      flagr
flair                         flair
flairait                      flair
flamand                       flamand
flamande                      flamand
flambe'                       flamb
flambeaux                     flambeau
flambe's                      flamb
flamboyants                   flamboi
flamme                        flamm
flammes                       flamm
fla^na                        fla^n
flanagan                      flanagan
fla^nait                      fla^n
fla^nant                      fla^n
flanc                         flanc
flancs                        flanc
flatta                        flatt
flattait                      flatt
flatte                        flatt
flatte'                       flatt
flatte'e                      flatt
flatter                       flatt
flatteries                    flatter
flatteur                      flatteur
flatteurs                     flatteur
flatteuse                     flatteux
flatteuses                    flatteux
fle`che                       flech
fle`ches                      flech
fle'chir                      flech
flegmatique                   flegmat
flegme                        flegm
fle'tri                       fletr
fle'trirait                   fletr
fleur                         fleur
fleurs                        fleur
fleury                        fleury
fleuve                        fleuv
fleuves                       fleuv
flexible                      flexibl
flexibles                     flexibl
flocons                       flocon
florence                      florenc
florissante                   flor
flot                          flot
flots                         flot
flottaient                    flott
flottant                      flott
flottantes                    flott
flottants                     flott
flotter                       flott
flottille                     flottill
flu^tes                       flu^t
fo                            fo
foc                           foc
focs                          foc
fogg                          fogg
foi                           foi
foin                          foin
fois                          fois
foison                        foison
foisonnait                    foison
foisonne                      foison
fokelberg                     fokelberg
fol                           fol
folie                         fol
folies                        fol
folio                         folio
folke                         folk
folle                         foll
follement                     foll
folles                        foll
fonce'                        fonc
foncie`rement                 foncier
fonctionnaire                 fonctionnair
fonctionnaires                fonctionnair
fonctionne                    fonction
fonctions                     fonction
fond                          fond
fonda                         fond
fondaient                     fond
fondait                       fond
fondant                       fond
fondateur                     fondateur
fondations                    fondat
fonde'                        fond
fonde'e                       fond
fonde'es                      fond
fondements                    fond
fondent                       fondent
fonder                        fond
fonderies                     fonder
fonde's                       fond
fondirent                     fond
fondit                        fond
fondre                        fondr
fonds                         fond
fondu                         fondu
fondue                        fondu
font                          font
fontaine                      fontain
fontaines                     fontain
fontan                        fontan
fontana                       fontan
fontenoy                      fontenoy
for                           for
forc,a                        forc
forc,aient                    forc
forc,ais                      forc
forc,ait                      forc
forc,ant                      forc
force                         forc
force'                        forc
force'e                       forc
forcer                        forc
forcera                       forc
forcerai                      forc
force`rent                    forc
forces                        forc
force's                       forc
forcez                        forc
fore^t                        fore^t
foretells                     foretel
forets                        foret
fore^ts                       fore^t
forfaitz                      forfaitz
forge'                        forg
forma                         form
formaient                     form
formait                       form
formalisait                   formalis
formaliste                    formal
formalistes                   formal
formalite'                    formal
formalite's                   formal
formant                       form
formation                     format
forme                         form
forme'                        form
forme'e                       form
forme'es                      form
formel                        formel
formellement                  formel
forment                       forment
former                        form
formera                       form
forme`rent                    form
formes                        form
forme's                       form
formez                        form
formidable                    formid
formidables                   formid
formose                       formos
formula                       formul
formule                       formul
formule'e                     formul
formuler                      formul
formules                      formul
forster                       forst
fort                          fort
forte                         fort
fortement                     fort
forteresse                    forteress
fortes                        fort
forth                         forth
fortifications                fortif
fortifie'                     fortifi
fortifie'e                    fortifi
fortifie'es                   fortifi
fortifier                     fortifi
fortifions                    fortif
forts                         fort
fortune                       fortun
fortune'                      fortun
fortune'es                    fortun
fortunes                      fortun
fortune's                     fortun
foscarini                     foscarin
fosse                         foss
fosse'                        foss
fosses                        foss
fosse's                       foss
fou                           fou
foudre                        foudr
foudroyer                     foudroi
fouet                         fouet
fouettait                     fouet
fouette'                      fouet
fouetter                      fouet
fouetterait                   fouet
fouge`res                     fouger
fougueuse                     fougueux
fougueux                      fougueux
fouillait                     fouill
fouilla^t                     fouill
fouille                       fouill
fouille'                      fouill
fouiller                      fouill
fouilles                      fouill
fouille's                     fouill
fouillez                      fouill
foule                         foul
foule'                        foul
foules                        foul
fouque'                       fouqu
fourbes                       fourb
fourgons                      fourgon
fourmilie`re                  fourmili
fourmillait                   fourmill
fourmillement                 fourmill
fourmis                       fourm
fourmont                      fourmont
fourneaux                     fourneau
fourni                        fourn
fournie                       fourn
fournir                       fourn
fourniront                    fourn
fournis                       fourn
fournissaient                 fourn
fournissait                   fourn
fournissant                   fourn
fournisseurs                  fournisseur
fournit                       fourn
fourniture                    fournitur
fournitures                   fournitur
fourraient                    fourr
fourre'                       fourr
fourreau                      fourreau
fourrer                       fourr
fourrier                      fourri
fourriers                     fourri
fourrures                     fourrur
fous                          fous
fox                           fox
foyer                         foi
frac                          frac
fracas                        frac
fracasse'e                    fracass
fracasse's                    fracass
fragile                       fragil
fragments                     fragment
frai^che                      frai^ch
frai^ches                     frai^ch
frai^cheur                    frai^cheur
frai^chir                     frai^ch
frai^chissait                 frai^ch
frai^chit                     frai^ch
frailty                       frailty
frais                         frais
franc                         franc
franc,ais                     franc
franc,aise                    franc,ais
franc,aises                   franc,ais
france                        franc
francese                      frances
francfort                     francfort
franche                       franch
franchement                   franch
franchi                       franch
franchie                      franch
franchies                     franch
franchir                      franch
franchis                      franch
franchise                     franchis
franchissait                  franch
franchissant                  franch
franchissent                  franch
franchit                      franch
francis                       franc
francisco                     francisco
franc,ois                     franc,ois
francs                        franc
frappa                        frapp
frappaient                    frapp
frappait                      frapp
frappant                      frapp
frappante                     frapp
frappantes                    frapp
frappa^t                      frapp
frappe                        frapp
frappe'                       frapp
frappe'e                      frapp
frappe'es                     frapp
frappent                      frappent
frapper                       frapp
frapperai                     frapp
frappe's                      frapp
fraternelle                   fraternel
fraternisaient                fraternis
fraude                        fraud
fraye'e                       frai
frayeur                       frayeur
fre'de'ric                    fre'de'ric
freins                        frein
fre^le                        fre^l
freluquets                    freluquet
fre'mi                        frem
fre'mir                       frem
fre'mis                       frem
fre'mit                       frem
fremont                       fremont
fre^nes                       fre^n
fre'ne'tique                  fre'net
fre'quemment                  fre'quent
fre'quence                    fre'quenc
fre'quent                     fre'quent
fre'quente                    fre'quent
fre'quente'                   fre'quent
fre'quente'e                  fre'quent
fre'quente'es                 fre'quent
fre'quenter                   fre'quent
fre'quentes                   fre'quent
fre'quents                    fre'quent
fre`re                        frer
fre`res                       frer
fresque                       fresqu
fret                          fret
fre'ter                       fret
frilair                       frilair
fringante                     fring
friperie                      friper
friperies                     friper
fripon                        fripon
friponner                     fripon
friponnerie                   friponner
friponneries                  friponner
fripons                       fripon
frisaient                     fris
frisait                       fris
friser                        fris
frises                        fris
frise's                       fris
frisson                       frisson
frivole                       frivol
froc                          froc
froid                         froid
froide                        froid
froidement                    froid
froides                       froid
froideur                      froideur
froids                        froid
froissa                       froiss
froissant                     froiss
froissants                    froiss
froisse'                      froiss
from                          from
fromage                       fromag
froment                       froment
fronc,ait                     fronc
fronc,ant                     fronc
fronce'                       fronc
froncement                    fronc
froncer                       fronc
froncera                      fronc
fronde                        frond
frondeur                      frondeur
front                         front
frontie`re                    fronti
frontie`res                   fronti
frontins                      frontin
fronts                        front
frotta                        frott
frottait                      frott
frottant                      frott
frotte'                       frott
frottements                   frott
fruit                         fruit
fruitie`res                   fruiti
fruits                        fruit
fugitif                       fugit
fugitifs                      fugit
fui                           fui
fuient                        fuient
fuir                          fuir
fuirais                       fuir
fuis                          fuis
fuite                         fuit
fulgence                      fulgenc
fuligineuses                  fuligin
fulminante                    fulmin
fumaient                      fum
fumant                        fum
fume                          fum
fume'e                        fum
fume'es                       fum
fumer                         fum
fumeur                        fumeur
fumeurs                       fumeur
fune`bre                      funebr
fune`bres                     funebr
funeste                       funest
funestes                      funest
fur                           fur
furent                        furent
fureur                        fureur
furia                         furi
furibond                      furibond
furibonde                     furibond
furibondes                    furibond
furibonds                     furibond
furieuse                      furieux
furieusement                  furieux
furieuses                     furieux
furieux                       furieux
furtivement                   furtiv
fus                           fus
fusait                        fus
fuseau                        fuseau
fuseaux                       fuseau
fusil                         fusil
fusiliers                     fusili
fusille'                      fusill
fusiller                      fusill
fusille's                     fusill
fusils                        fusil
fusse                         fuss
fussent                       fussent
fussiez                       fuss
fut                           fut
fu^t                          fu^t
fute'                         fut
futilite'                     futil
futilite's                    futil
futur                         futur
futura                        futur
future                        futur
futures                       futur
futurs                        futur
fuyaient                      fui
fuyait                        fui
fuyant                        fui
fuyards                       fuyard
fuyez                         fui
g                             g
gabarit                       gabar
gabrielle                     gabriel
ga^chis                       ga^ch
gage                          gag
gages                         gag
gageure                       gageur
gagna                         gagn
gagnaient                     gagn
gagnais                       gagn
gagnait                       gagn
gagnant                       gagn
gagne                         gagn
gagne'                        gagn
gagne'e                       gagn
gagne'es                      gagn
gagnent                       gagnent
gagner                        gagn
gagnerai                      gagn
gagneras                      gagn
gagne`rent                    gagn
gagne's                       gagn
gagnez                        gagn
gagnons                       gagnon
gai                           gai
gaie                          gai
gaiement                      gai
gaies                         gai
gaiete'                       gaiet
gaillard                      gaillard
gaillardement                 gaillard
gai^ment                      gai^
gain                          gain
gains                         gain
gais                          gais
gai^te'                       gai^t
gala                          gal
galamment                     gal
galant                        gal
galante                       gal
galanterie                    galanter
galantes                      gal
gale'as                       gale'
gale`re                       galer
gale`res                      galer
galerie                       galer
gale'riens                    gale'rien
galeries                      galer
galeuse                       galeux
galeux                        galeux
gallicane                     gallican
galon                         galon
galonne'es                    galon
galons                        galon
galop                         galop
galopa                        galop
galopaient                    galop
galopait                      galop
galopant                      galop
galope                        galop
galoper                       galop
galopera                      galop
galoperai                     galop
galopez                       galop
galvanise'es                  galvanis
gambadant                     gambad
gamins                        gamin
gamme                         gamm
ganaches                      ganach
gange                         gang
gangre`ne                     gangren
gangrene'e                    gangren
gangrene'es                   gangren
gant                          gant
gants                         gant
garantie                      garant
garanties                     garant
garantissait                  garant
garc,on                       garc,on
garc,ons                      garc,on
garda                         gard
gardai                        gard
gardaient                     gard
gardait                       gard
gardant                       gard
garde                         gard
garde'                        gard
garde'e                       gard
garde'es                      gard
gardens                       garden
garder                        gard
gardera                       gard
garderai                      gard
garderais                     gard
garderait                     gard
garderas                      gard
gardes                        gard
garde's                       gard
gardez                        gard
gardien                       gardien
gardiens                      gardien
gare                          gar
garnement                     garn
garni                         garn
garnie                        garn
garnies                       garn
garnis                        garn
garnison                      garnison
garnit                        garn
garrot                        garrot
garrotte'                     garrott
gascons                       gascon
gaspilla                      gaspill
ga^taient                     ga^t
ga^tait                       ga^t
ga^te                         ga^t
ga^te'                        ga^t
ga^teau                       ga^teau
ga^te'e                       ga^t
ga^te'es                      ga^t
ga^ter                        ga^t
ga^terait                     ga^t
ga^te's                       ga^t
gauche                        gauch
gaucherie                     gaucher
gaucheries                    gaucher
gauches                       gauch
gauthier                      gauthi
gay                           gay
gaz                           gaz
gaze                          gaz
gazes                         gaz
gazette                       gazet
gazettes                      gazet
gazon                         gazon
gazouillements                gazouill
ge'ant                        ge'
ge'ants                       ge'
ge'mi                         gem
ge'missait                    gem
ge'missant                    gem
ge'missements                 gem
ge^naient                     ge^n
ge^nait                       ge^n
ge^nant                       ge^n
ge^nante                      ge^n
gendarme                      gendarm
gendarmer                     gendarm
gendarmerie                   gendarmer
gendarmes                     gendarm
gendre                        gendr
ge^ne                         ge^n
ge^ne'                        ge^n
ge'ne'alogie                  ge'ne'alog
ge'ne'alogique                ge'ne'alog
ge^nent                       ge^nent
ge^ner                        ge^n
ge^nerait                     ge^n
general                       general
ge'ne'ral                     ge'ne'ral
ge'ne'rale                    ge'ne'ral
ge'ne'ralement                ge'ne'ral
ge'ne'rales                   ge'ne'ral
ge'ne'raux                    ge'ne'ral
ge'ne'reuse                   ge'ner
ge'ne'reusement               ge'ner
ge'ne'reuses                  ge'ner
ge'ne'reux                    ge'ner
ge'ne'rosite'                 ge'ne'ros
ge^nes                        ge^n
gene`se                       genes
gene`ve                       genev
genevois                      genevois
ge'nie                        gen
ge'nies                       gen
genlis                        genl
ge'noise                      ge'nois
genoux                        genoux
genre                         genr
genres                        genr
gens                          gen
gentil                        gentil
gentilhomme                   gentilhomm
gentille                      gentill
gentils                       gentil
gentilshommes                 gentilshomm
gentle                        gentl
gentleman                     gentleman
gentlemen                     gentlemen
ge'ographie                   ge'ograph
geo^lier                      geo^li
geo^lie`re                    geo^li
geo^liers                     geo^li
ge'ome`tre                    ge'ometr
ge'ome'trie                   ge'ometr
george                        georg
ge'orgiques                   ge'orgiqu
gerbes                        gerb
germain                       germain
ge'ronimo                     ge'ronimo
geste                         gest
gestes                        gest
gesticulant                   gesticul
ghari                         ghar
gha^tes                       gha^t
ghazepour                     ghazepour
gherardi                      gherard
ghisleri                      ghisler
ghisolfi                      ghisolf
ghita                         ghit
gia                           gi
giacomo                       giacomo
gibelotte                     gibelott
giberne                       gibern
gibier                        gibi
gibraltar                     gibraltar
gigantesque                   gigantesqu
gigantesques                  gigantesqu
gilet                         gilet
gilets                        gilet
giletti                       gilet
gin                           gin
gina                          gin
giovanni                      giovann
giovannone                    giovannon
giovita                       giovit
girafe                        giraf
giration                      girat
giraud                        giraud
girodet                       girodet
girofliers                    girofli
girondin                      girondin
gisaient                      gis
gisant                        gis
gi^t                          gi^t
giulia                        giuli
giuseppe                      giusepp
give                          giv
glac,aient                    glac
glac,ait                      glac
glace                         glac
glace'                        glac
glace'e                       glac
glace'es                      glac
glacer                        glac
glaces                        glac
glacial                       glacial
glaciale                      glacial
glances                       glanc
glapissante                   glap
glasgow                       glasgow
glissa                        gliss
glissaient                    gliss
glissait                      gliss
glissant                      gliss
glisse                        gliss
glisse'                       gliss
glissent                      glissent
glisser                       gliss
glissera                      gliss
glissons                      glisson
globe                         glob
gloire                        gloir
glorieux                      glorieux
glory                         glory
gloutons                      glouton
glu                           glu
goa                           go
gobelet                       gobelet
godart                        godart
godavery                      godavery
godille                       godill
goe'lette                     goe'let
goe'lettes                    goe'let
goethe                        goeth
goguenard                     goguenard
goguenards                    goguenard
golconde                      golcond
goldoni                       goldon
golfe                         golf
golfes                        golf
golgonda                      golgond
golgonde                      golgond
gonds                         gond
gongs                         gong
gonzo                         gonzo
gorge                         gorg
gorge'es                      gorg
gorges                        gorg
gothard                       gothard
gothique                      gothiqu
gothiques                     gothiqu
gouailler                     gouaill
goudron                       goudron
goule'e                       goul
gour                          gour
gourmande                     gourmand
gourmandise                   gourmandis
gourmets                      gourmet
gousset                       gousset
gou^t                         gou^t
gou^ta                        gou^t
gou^tant                      gou^t
gou^te                        gou^t
gou^te'                       gou^t
gou^te'es                     gou^t
gou^ter                       gou^t
gou^terait                    gou^t
gou^te's                      gou^t
gou^ts                        gou^t
goutte                        goutt
gouttes                       goutt
gouvernail                    gouvernail
gouvernait                    gouvern
gouverne                      gouvern
gouverne'                     gouvern
gouvernement                  gouvern
gouvernements                 gouvern
gouvernent                    gouvernent
gouverner                     gouvern
gouverneriez                  gouvern
gouverneur                    gouverneur
gouverneurs                   gouverneur
gouvion                       gouvion
government                    government
gra^ce                        gra^c
gra^ces                       gra^c
gracieuse                     gracieux
gracieusement                 gracieux
gracieuses                    gracieux
gracieux                      gracieux
grade                         grad
gradue'e                      gradu
graduellement                 graduel
grain                         grain
grains                        grain
graisse                       graiss
graisser                      graiss
grand                         grand
grande                        grand
grandement                    grand
grandes                       grand
grandeur                      grandeur
grandeurs                     grandeur
grandi                        grand
grandie                       grand
grandiose                     grandios
grandis                       grand
grandit                       grand
grands                        grand
granit                        gran
grant                         grant
granvelle                     granvel
grappe                        grapp
gras                          gras
grasse                        grass
gratification                 gratif
gratifie'                     gratifi
gratis                        grat
gratius                       gratius
gratter                       gratt
gratuite                      gratuit
gratuitement                  gratuit
grave                         grav
grave'                        grav
gravement                     grav
graver                        grav
graves                        grav
graveur                       graveur
gravir                        grav
gravissaient                  grav
gravitaient                   gravit
gravite'                      gravit
gravures                      gravur
gray                          gray
gre'                          gre'
great                         great
greatly                       greatly
grec                          grec
gre`ce                        grec
grecque                       grecqu
grecques                      grecqu
gredin                        gredin
gre'e'                        gre'
green                         green
greenwich                     greenwich
gre'er                        gre'
greffier                      greffi
gre'goire                     gre'goir
gre^les                       gre^l
grenade                       grenad
grenadier                     grenadi
grenadiers                    grenadi
grenier                       greni
gre`ve                        grev
grianta                       griant
griefs                        grief
grie`vement                   griev
griffe                        griff
